premise,choice1,choice2,question,idx,label
Pas bulan romadon ada tmbhn upah dikasi ke karyawan,Prusahaan wjb ngasi uang makan kke karyawan yg puasa,Prusahaan wajib ngasi THR ke karyawan,effect,247,1
klmpk wisatawan ke Bunaken,Skelompok wisatawan itu naek gunung,Skelompok wisatawan itu nyelem ke laut,effect,248,1
Satu kluarga yg ga mampu pingin nyekolahin anaknya,Anaknya disekolain ke skolah swasta,Anaknya disekolain ke skolah negeri,effect,249,1
40 hari stelah wafatnya 1 orang muslim di suatu prumahaan,Disitu diadain dansa2an,Disitu diadain tahlilan,effect,250,1
1 karyawan prusahaan brangkat jam 7 pagi ke Jakpus,Karyawannya kena macet,Karyawannya ga kena macet,effect,251,0
Orang itu namanya Haryo,Org itu dri Padang,Org itu dri Jawa,effect,252,1
Hri ini tgl 31 Oktober,Sekitar kota gak dihiasin alat2 haloween,Seisi kota dihasin alat properti halowin,effect,253,0
Guru msuk di awal plajaran siswa SD,Ktua kelas ngasih aba2 salam,Ktua kelas ngasih aba2 blajar,effect,254,0
Org itu parkir motor depan Indomaret,Org itu dimintain byr duit ke yg jaga parkir,Org itu byr duit parkir ke kasir Indomaret,effect,255,0
babe syg binatang,Babe pny perkutut dirmh,Babe pny wayang di rmh,effect,256,0
Bocah itu naro tangan ke pala ortunya,Bocah itu naro tangan ke punggung ortunya,Bocah itu dimarain ama ortunya,effect,257,1
org itu mkn rendang,Org itu ke restoran sderhana,Org itu ke warteg,effect,258,0
bocah itu pengecut pas ngadepin masalah,bocah itu dijulukin ayam,bocah itu dijulukin kucing,effect,259,0
murid2 pgi ke Taman Banteng,mereka mo wisata kuliner,mereka mau wisata sjarah,cause,260,1
Menkominfo kena korupsi BTS,Menkominfo dipriksa KPK karena ngadain konser,Menkominfo dipriksa KPK gara2 ngadain pembangunan,cause,261,1
Ada macet di jln Pantura di Jawa,today hri mudik lbaran,today hri kerja,cause,262,0
Siswa SMA kena hukum sm guru skolah,Siswa itu bru dateng ke sekolah jam 6,Siswa itu bru dtg ke skolah jam 8,cause,263,1
Orang itu nonton video cak lontong sih,Org itu mau cari tau ttg ilmu mkanan,Org itu bth hiburan lawakan,cause,264,1
Keluarga itu langganan PAM,Kluarga itu butuh asupan aer bersih,kluarga itu btuh listrik,cause,265,0
Bnyk ondel2 di suatu lpngn,Lapangan itu dipake buat festival ultah jkt,Lapangan itu dipake buat festival ultah sby,cause,266,0
org itu pnya alergi ketan,org itu ngindarin mkn mmk,org itu ngindarin mkn memek,cause,267,0
kndaraan itu ngelambatin kcepatannya,ada polisi lalu lintas di dpn mata,ada polisi tdr di dpn mata,cause,268,1
mhs itu pke jaket kuning,mhs nya mhs UI coy,mhs nya ITB coy,cause,269,0
tuh dosen kolestrol naek,dosen itu bru aja mkn gado2,dosennya baru aja mkn rendang,cause,270,1
Org itu dikatain tinggal diplanet luar,Org itu tinggal di Kemang,Org itu tinggal di Bekasi,cause,271,1
org itu milih Halim dibanding Soekarno Hatta,Org itu tggal di tangerang,Org itu tnggal di Jaktim,cause,272,1
org itu minum Tolak Angin,orgnya ga sehat,org itu pingin strong di daerah angin2an,cause,273,0
Ada kndaraan muterin audio digoreng dadakan,yg jualan nandain klo dia jualan tahu bulat,yg jualan nandain klo dia jualan fast food,cause,274,0
Org itu butuh KBBI,orgnya pingin ngecek ejaan tulisan bhs indonya,org itu pingin cek pengetahuan budaya indo,cause,275,0
Buah itu diselimutin semut item,Buah rambutan dibiarin terbuka di meja mkn,Buah pisang itu dibiarin kebuka di meja mkn,cause,276,0
org itu dagang scr online di indo,org itu dagang di amajon,org itu dagang di tokped,cause,277,1
1 org kontestan masterchef dimarain,Jurinya chef renata,Jurinya chef juna,cause,278,1
Langit jkt gelap bgt,skr musim dingin,Jkt ada polusi,cause,279,1
Mhs itu pingin hemat2,Mhs itu mkn kfc tiap hari,Mhs itu mkn indomi tiap hari,effect,280,1
orang2 tua mo ngerayain keberhasilan promotenya dgn mknn nuansa lokal,org tua itu ngerayain dgn mesen pizza,org tua itu ngerayain dgn mesen nasi tumpeng,effect,281,1
1 org muda itu ke pasar senen di jkt,org muda itu naek krl commuter line,org muda itu naek krl jrk jauh,effect,282,0
org itu msk angin,orgnya minum antangin,orgnya minum fres ti,effect,283,0
pmuda itu pggnya pegel,pmuda itu pke plester di pggnya,pmuda itu pake koyo di pnggnya,effect,284,1
1 org dirut di BUMN ngebuat post di grup WA,karyawannya respon pake emot '❤️',karyawannya respon pake emot '👍',effect,285,1
org jkt itu beli tisu rol,tisu rollnya dipake buat cebok wkwkwk,tisu rolnya dipake buat lap2an kwkwwk,effect,286,1
klompok suporter itu dukung persija,suporternya pake baju biru,suporternya pake baju oren,effect,287,1
wrg +62 kerja di indo,org itu daftar npwp,org itu dftr wamil,effect,288,0
anak itu pingin liat jnis2 binatang,org itu prgi ke TMII,org itu prgi ke ragunan,effect,289,1
Pmuda itu sk lgu dangdut,Pmuda itu suka dengerin lagu Dewi Persik,Pemuda itu ska dengerin lagu shela on 7,effect,290,0
Org itu ga boleh makan dingin,org itu ga boleh beli mixue,org itu ga boleh bli nasi uduk,effect,291,0
"Di hari lebaran, cowo itu  pergi ke puncak di Bogor",org itu kejebak macet,jlanannya lancar,effect,292,0
cewe itu ke gramed,cewe itu pingin bli buku,Cewe itu mo konsul ttg medsos,effect,293,0
bpk2 ngebuat grup komunitas buat chat2an,bpk2nya pake LINE,bpk2nya pake WA,effect,294,1
org itu perlu meluk sesuatu pas tidur,Org itu bli koechenk,Org itu bli guling,effect,295,1
org itu mentingin keselamatan diri,org itu naik transjakarta,org itu naek kopaja,effect,296,0
food itu dri jateng,foodnya mercon,foodnya ga mercon,effect,297,1
org itu mo pegi,org itu mesen pake gojek,org itu mesen pake uber,effect,298,0
piringnya kotor,org itu make sabun nuvo buat nyuci,orgnya make sabun sunlight buat nyuci,effect,299,1
anak itu mkn nasi padang,anak itu mkn pke sumpit,anak itu mkn pke tangan,cause,300,1
pmerintah bagi2 sembago LPG ke org kismin,org kismin itu butuh buat mandiin anak,org kismin itu butuh buat masak,cause,301,1
Seorang ojol pingin nurunin pnumpang,pnumpangnya diturunin di tempat pngkalan ojek,penumpangnya diturunin di halte,cause,302,1
Org muslim indo ngerasa aman mkn suatu makanan di restoran,Restorannya ada logo MUI,penjaga restorannya berhijab,cause,303,0
"org2 itu tb2 ngomong ""mari pak""",org itu ngelewatin seorang bapak,org itu ngasih ptunjuk jalan ke bpknya,cause,304,0
ibu itu milih ga belanja bhn baku di indomaret,ibu itu ga bisa nego harga,ibu itu ga dapet diskon,cause,305,0
org itu pgi ke pijet2 refleksi,org itu sakit flu,org itu pegel2,cause,306,1
org jkt pke baju warna oren dtg ke stadium gelora bung karno,Persija lagi tanding coy,Persebaya lagi tanding coy,cause,307,0
transjkt biayanya kok cma 1 rupiah,hari ini hri kemerdekaan indo,hari ini ultah jkt,cause,308,1
pmn ingin lebaran dan milih pesawat super jet,paman ingin hemat2,paman ingin nyaman2,cause,309,0
org muslim itu pingin minum anget2,Orang itu minum bir bintang,org muslim itu minumnya wedang jahe,effect,310,1
anak itu diomelin ibunya,anak itu bli minum panas mulu,anak itu bli minum es mulu,effect,311,1
bpk Jokowi dateng ke pertemuan,tentara bungkuk badan ke dia,tentara hormat ke dia,effect,312,1
hri ini lebaran idul adha,bbrp org jkt solat di santa maria,org2 jkt bberapa solat di istiqlal,effect,313,1
emak itu pingin ngerayain kelulusan dgn padang2an,Emak itu ngerayain di restoran sederhana,Emak itu ngerayain di warteg,effect,314,0
skr lagi jam istirahat kantor,org2 ke waterbom,org2 ke warteg,effect,315,1
anak itu ngisi acara festial seni budaya bandung,anak itu meranin ondel2,anak itu ngisinya pake maen angklung,effect,316,1
PNS itu lagi rehat,pegawainya maen lompat tali dong,pegawainya maen zuma dong,effect,317,1
ayam itu kukuruyuk,pasar tradisional buka jm dgn,indomaret buka jam dgn,effect,318,0
org itu bth kehangatan di bdn,org itu ngelumurin bdgnnya dgn lifebouy,org itu ngelumurin bdgnnya dgn vix,effect,319,1
bos prusahaan itu kebakaran jenggot,perusahaannya naik daon,perusahaannya pailit,cause,320,1
anak itu apel pagi,apel pagi buat budaya sarapan bersama dgn apel,apel pagi buat ngehormatin kemerdekaan indo,cause,321,1
brita itu digoreng di medsos,perusahaan AI di indo ngerekrut org s3 dri luar negeri,prusahaan AI ternama di indo mecat2 masal,cause,322,1
org itu  msih ijo di dunia karir ya,org itu badannya warna ijo,org itu baru lulus kuliah,cause,323,1
prof itu viral di indo,prof itu kena skandal cerai,prof itu publish paper ke konferensi internasional,cause,324,0
org itu keras kpala,org itu susah diajak krjasama,org itu bsa berantem pake pala,effect,325,0
anak itu aneh bgt gerak-geriknya,anak itu jadi kuda item tetangga,anak itu jadi buah bibir tetangga,effect,326,1
kita ber2 milih buat empat mata,mereka bli kacamata,mrk ke tempat yg enak buat diskusi,effect,327,1
kryawan itu pingin dapet promotion,karwannya itu carmuk ke pemipinnya,karyawannya rendah hati ke pemimpinnya,effect,328,0
pria itu idung belang,pria itu disukain cewe2,pria itu dibenci cewe2,effect,329,1
Orang-orang pada ogah membeli rumah itu,Rumahnya dikenal sbg rumah tusuk sate,Rumah ngadep utara,cause,330,0
mereka janji ketemuan sebelom magrib,ketemuan jam 7 malam,ketemuan jam 5 sore,cause,331,1
Dia mau bikin lontong,Dia punya daun kelapa muda lebih,Dia punya daun pisang lebih,cause,332,1
Di depan rumahnya ada bedera kuning,Ada keluarganya yg ulang tahun,Ada keluarganya yg meninggal,cause,333,1
"Di gedung itu, ada janur kuning yg melengkung",Lagi ada nikahan di gedung itu,Lagi ada yg ulang tahun di gedung itu,cause,334,0
Dia nyeker di pasar,Ia abis ngebeli ceker d pasar,Sandalnya tuh rusak,cause,335,1
"Kemaren malam, ia baru aja jaga lilin",ia orang yg taat beribadah,ia percaya dgn ilmu hitam,cause,336,1
Tuh orang namanya Hutabarat,Ia tuh orang Batak,Ia tuh orang Minang,cause,337,0
Wanita yg hijaban itu baru aj meninggal,Jasad wanita itu bakal dimakamkan,Jasad wanita itu bakal dibakar,effect,338,0
Cowok itu dikenal sebagai buaya darat,Cowok itu setia bgtt,Cowok itu suka maen cewek,cause,339,1
Dia dikenal sbg orang yg ngaret,Dia suka mainan karet,Dia suka dateng telat,cause,340,1
Cewek itu lg dateng bulan,Cewek itu plg istirahat di rmh,Cewek itu prgi berdoa ke pura,cause,341,0
Ia make masker,Ia mau naek motor di kota,Ia mau keliatan gaul,cause,342,0
Ia ngusahain jadi orang yg gk serakah,Ia ngamalin moral story-nya Sang Kuriang,Ia ngamalin moral story-nya bawang merah bawang putih,cause,343,1
Namanya keluar di kocokan arisan,Ia bakal prgi makan mewah tuh,"ihh, ia bakal awasi pegawai pajek",effect,344,0
Banyak orang mulai flu skrg,Banyak orang jemuran di pantai siang hari,Skrg masuk musim pancaroba,cause,345,1
Mereka ingin main cangkulan,Mrk pergi ke sawah,Mereka ngambil kartu,effect,346,1
Petani mulai nanem padi,Skrg masuk musim hujan,Skrg masuk musim kemarau,cause,347,0
Ia ikutan remedial,Ia mau ngerjain tugas kelompok,Ia gak lulus ujian,cause,348,1
Polisi nutup jalan di kawasan tsb,Ada aksi unjuk rasa di kawasan tsb,Kawasan tsb lagi hujan,cause,349,0
Mereka nyium bau melati di koridor sekolah sore itu,Mereka fokus belajar sampe malam,Mereka buru2 pulang karena takut,effect,350,1
Dia berasa masuk angin,Dia ngebuka jendela utk ngebenerin sirkulasi udara,Dia minta tolong buat kerokan,effect,351,1
Lembaga pemerintah dipenuhi dgn tikus berdasi,Masyarakat ngeluhin kinerja pemerintah,Masyarakat gemar ngirim pestisida kpd pemerintah,effect,352,0
Cowok2 keluar gedung pd Jumat siang,Mereka pergi ke mesjid,Mereka plg ke rumah,effect,353,0
Kristian mo ibadah pd hari minggu nih,Kristian go to mushola,Kristian go to gereja,effect,354,1
Ia gak mau jadi Malin Kundang,Ia berbakti pd orang tua,Ia belajar dgn giat,effect,355,0
BMKG ngumumin Merapi siaga 4,Masyarakat dibolehin balik ke rumah,Masyarakat cepat2 ngungsi,effect,356,1
Tudei bakal ada apel pagi,Mereka bawa keranjang buah,Mereka pake dasi dan topi,effect,357,1
Rumah makan itu nyajiin mknan dgn air koborkan,Mereka marah2 ke pemilik rumah makan,Mereka makan dgn tangan,effect,358,1
Hari ini tgl tujuh belas Agustus,Murid2 pergi ke sekolah utk ikut upacara,Murid2 pergi ke sekolah utk belajar,effect,359,0
Pasangan itu baru aj ngelahirin seorang bayik,Si ayah ngubur ari-ari,Si ibu berendem pake kembang tujuh rupa,effect,360,0
Ia pergi mudik ke kampong halaman,Ia ketemu kepala desa,Ia ketemu sanak saudaranya,effect,361,1
Ia plg dgn penuh keringat,Ia buru2 mandi,Ia buru2 nyuci baju,effect,362,0
Banyak nilai merah di rapotnya,Orangtuanya nyuruh ia belajar lebih giat,Orangtuanya ngajak ia jalan2 liburan,effect,363,0
Mereka akan ngedaftarin pernikahannya,Mrka pergi ke DPR,Mrka pergi ke KUA,effect,364,1
Ia jalan2 liburan dong,Skrg udah summer loh,Tudei lagi tgl merah,cause,365,1
Ia ngeliat polisi tidur,Ia melanin laju kendaraan,Ia ngebangunin polisi,effect,366,0
Kepala desa ngebuat jadwal siskamling,Mereka nyelenggarain lomba di siang hari,Mereka ngejaga keamanan di malam hari,effect,367,1
Adik gak mau nasinya nangis,Adik gak makan nasi,Adik ngabisin makanannya,effect,368,1
Mereka ngerayain lebaran,Mereka shalat dan ketemuan sama keluarga,Mereka jalan2 ke luar negeri,effect,369,0
Ibu nyalain keran dan selang,Ibu mau nyuci pakaian,Ibu bakal nyirem taneman,cause,370,1
Mereka ngerayain tahun baru dua jam lbh cepet dari gw,Mereka tinggal di Jakarta dan gw tinggal di Bali,Mereka tinggal di Papua dan gw tinggal di Medan,cause,371,1
Tudei ia ke sekolah pake seragam warna coklat,Tudei itu Hari Pancasila,Tudei bakal ada pramuka,cause,372,1
Dia make seragam merah putih,Dia bocah SD,Dia anggota TNI,cause,373,0
Ia mesen taxi utk pergi ke Soekarno-Hatta,Ia bakal naek pesawat,Ia mau ketemu presiden,cause,374,0
Ia ngeluarin uang kertas warna pink,Ia mesen mknan senilai seratus ribu rupiah,Ia beli gorengan harganya seribu rupiah,cause,375,0
Bokap beli bidet baru,Bokap mau renovasi toilet,Bokap mau renovasi dapur,cause,376,0
Mrka beli kelereng,Mrka mo main gundu,Mrka mo maen congklak,cause,377,0
Bocil pada beli karet gelang,Bocil mau maen lompat tali,Bocil mau maen gasing,cause,378,0
Ia bakal ngebuat sate bakar loh,Ia manasin oven,Ia ngambil arang dan panggangan,cause,379,1
Ia berfoto di dpn monumen hiu dan buaya,Ia jalan2 ke Surabaya,Ia jalan2 ke Manado,cause,380,0
Dia ingin mkn manis,Dia nyari klepon,Dia nyari rempeyek,cause,382,0
Dia mau mkn babi panggang,Dia ke resto lapo batak,Dia pergi ke RM Padang,cause,383,0
Banyak mobil dgn plat B di jalanan Bogor,Org2 Bogor lagi jalan2 di akhir pekan,Org2 Jakarta liburan ke Bogor,cause,384,1
Ia pergi pake kendaraan beroda tiga,Ia ngojek,Ia naek bajay,cause,385,1
Ia beli tempe,Ia nyari protein mureh,Ia nyari karbohidrat mure,cause,386,0
Ia mesen gado2,Ia suka bgt daging sapi,Ia doyan sayuran,cause,387,1
Ia prgi ke Semeru,Ia mau renang di laut,Ia mau ngedaki gunung,cause,388,1
Ia ngebeli sekoteng,Siang ini cuaca panas banget,Malam ini udara lagi dingin2nya,cause,389,1
Doi ngidolain BJ Habibi bgt,Doi nyari beasiswa ke German,Doi nyari kerja ke Singapur,effect,390,0
Langit2 rumah debuan banget,Ia ngambil kemoceng,Ia ngambil sapu lidi,effect,391,0
Ayah punya kakaktua,Ayah ngasih mkn burung setiap pagi,Ayah ngebawa kakak ketemu doktor,effect,392,0
Bank itu ngasih bunga yg tinggi,Ia ngebeli vas baru,Uang di tabungannya nambah,effect,393,1
"Tiap akhir pekan, kakak bekerja sbg tukang ojek",Kakak ngedorong gerobak utk menjual makanan,Kaka ngeluarin motornya dr garasi,effect,394,1
Ia pengen jadi kayak Susi Susanti,Ia berlatih dgn giat pake raket dan kok,Ia slalu ke kolam renang tiap hari,effect,395,0
Ia msk ke gang buntu,Ia terus jalan sampe ketemu jalan besar,Ia putar arah utk keluar,effect,396,1
Ia mau ndaki Gng Bromo,Ia prgi ke Kota Lampung,Ia prgi ke Kota Surabaya,effect,397,1
Gue mesen menu internet di warkop,Gue minum kopi,Gue makan mie,effect,398,1
Kelakuan orang itu kayak anjing,Orang2 suka dengannya,Orang2 gak suka dengannya,effect,399,1
"Pagi ini, ia pake baju putih abu-abu",Ia prgi ke mall,Ia prgi ke SMA,effect,400,1
Ia mau bikin ketupat,Ia beli daun pisang & kentang,Ia beli daun kelapa & beras,effect,401,1
Mas2 pake obat nyamuk,Mas2 pergi ke sungei siang bolong,Mas2 pergi ke kebon malem2,cause,402,1
Ia mau ngeliat terumbu karang,Ia pergi renang di pantai,Ia belanja di supermarket,effect,403,0
Ia kecopetan,Ia dapet bunga,Barangnya ilang,effect,404,1
Ia ingin ngeliat padi,Ia pergi ke sawah,Ia pergi ke kebun,effect,405,0
Ia mau ngeliat kuda,Ia naik becak,Ia naik delman,effect,406,1
Doi pengen renang di laut nih,Doi pergi ke Kelimutu lah,Doi pergi ke Bunaken lah,effect,407,1
Mereka bakal masak rawon,Mereka ngebeli biji keluak,Mereka nebeli kcg kedele,effect,408,0
Mereka ingin ngeliat api biru,Mereka jalan2 ke Ijen,Mereka jalan2 ke Bromo,effect,409,0
Tsunami 2004 ngancurin rumahnya,"Thn 2004, ia tinggal di Jkt","Taun 2004, ia tinggal di Aceh",cause,410,1
Kelingkingnya literally berlumuran tinta,Ia baru selese nyoblos pemilu,Ia baru selese nabung uang di bank,cause,411,0
Pria itu gak percaya mitos Pantai Selatan,Pria itu ngebawa tas putih,Pria itu pake baju hijau,cause,412,1
Ia berangkat kerja pake seragam coklat,Ia adlh seorang karyawan swasta,Ia adlh seorang PNS,cause,413,1
Emak2 lagi pada masak ketupat & opor ayam,Bentar lagi Idul Fitri,Bentar lagi tahun baru,cause,414,0
Mereka nyanyi Indonesia Raya,Mereka ikutan upacara bendera,Mereka jalan2 ke museum,cause,415,0
Mereka masuk ke jln tikus,Jlnan hari ini macet banget,Mereka ingin ngebasmi tikus,cause,416,0
Mereka masang bendera merah putih di rumah,Skrg bulan Januari,Skrg bulan Agustus,cause,417,1
Cewek itu bawa mukena,Cewek itu mau prgi shalat,Cewek itu lagi ulang tahun,cause,418,0
Mereka prgi ke Gunung Tangkuban Perahu,Mereka mau ngunjungin lokasi Sangkuriang,Mereka mau ngunjungi lokasi Timun Mas,cause,419,0
Papi mau sarapan pagi2,Papi jln beli taican,Papi nyari nasi uduk,effect,420,1
Pelayan naruh mangkuk kecil berisi air dgn potongan limau,ia nyuci tangan dgn air itu dong,Airnya langsung diminum lah,effect,421,0
Mereka mau jalan2 ke Kota Tua siang ini,Mereka pake topi,Mereka pake mantel,effect,422,0
Mereka mau belajar musik tradisional Indonesia,Mereka belajar maen gamelan,Mereka belajar maen biola,effect,423,0
Cewek Jawa itu mau nikah,Cewek itu latihan piano,Cewek itu beli kebaya,effect,424,1
Adzan Magrib mulai kedengeran ,Sekarang sekitar pkl delapan malam,Sekarang sekitar pkl enam sore,effect,425,1
"Dr Jakarta, ia mau ke Surabaya dgn cepat",Ia beli tiket kereta,Ia beli tiket pesawat,effect,426,1
Ya beli tiket bus lah,Dr Bekasi mau ke Semarang dgn budget sobat misqueen,Dr Palembang akan ke Pontianak as fast as possible,cause,427,0
Jalanan becek gara2 hujan,Ia pergi pake sandal jepit,Ia pergi pake sepatu boot,effect,428,0
Ia nyari oleh2 kain Indonesia,Ia beli kimono,Ia beli batik,effect,429,1
ia buru2 buang air besar,perutnya mules,rumahnya kebanjiran,cause,430,0
Ia pergi ke salon utk sulam alis,Ia mau belajar nyulam,ia mau keliatan lebih cantik,cause,431,1
Kakak kesal krn adik terus2an ngebeo,Adik bawa burung beo,Adik ngulang kata2 kakak,cause,432,1
Ia dibawa ke kantor polisi karna nyuri TV,Ia tertangkap basah ngebawa TV,Ia ngebawa TV dgn tangan merah,cause,433,0
ia punya banyak temen,ia dikenal sbg org yg rendah hati,ia dikenal sbg org yg tinggi hati,cause,434,0
Ia nyelesaiin konflik tsb dgn kepala dingin,Ia ngeringin kepalanya yg basah,Banyak org ngapresiasi kesabaranya,effect,435,1
Ia ngeliat pedagang kaki lima di pinggir jalan,Ia nelpon polisi untuk nangkep pedagang itu,Ia ngehampirin pedagang dan ngebeli makanan,effect,436,1
Hati2! Rumahnya lagi ditelan si jago merah,Ia buru2 nelpon pemadam kebakaran,Ia buru2 manggil dukun pengusir setan,effect,437,0
kasus perceraian tsb dibicarakan di meja ijo,pada ngebeli meja baru,pada ngebayar pengacara,effect,438,1
cewek itu pulang kampung dgn berbadan dua,banyak org minta bantuannya karna jago kerja cepat ,tetangganya pasti pada ngegosipin cewek itu,effect,439,1
Pulang-pulang sekolah anak itu diomelin sm bokapnya.,Dia gak cium jidat bokap sebelum ke sekolah.,Dia gak salim sama bokap sebelum ke sekolah.,cause,440,1
Bro yg itu msk RS habis kakinya moncrot keiris piso.,Dia gak ati2 pas ikutan tarkam.,Dia gak ati2 pas main sabung ayam.,cause,441,1
Pagi ni tadi ada bis antar kota lwt depan rumah gw.,Bocah2 ngrubungin tuh bis minta numpang gratis keluar kota.,"Bocah2 ngrubungin tuh bis minta ""bang telolet bang!""",effect,442,1
Tetangga gue sblh ndadak tajir cui.,Lha temennya pada ngira dia miara babi ngepet dong.,Lha temennya pada ngira dia miara ayam kampus dong.,effect,443,0
Ntu cowok dah di anggep kek preman di kampung sini.,Dia suka nagihin duit keamanan.,Dia suka nagihin duit kebersihan.,cause,444,0
Tu orang seneng banget dah beli kretek.,Dia keseleo.,Dia kena di parunya.,effect,445,1
Dia dikatain gendruwo di skolah.,Doi bongsor.,Dia suka ngusilin temen2nya.,cause,446,0
Udh lama nyai kerja jd tukang urut.,Nyaik jadinya pinter banget mijet.,Nyaik jadinya pinter banget itung2an.,effect,447,0
Tante kynya lagi kerempongan gendongin si debay.,Bibir si tante lagi jontor sih.,Selendang si tante robek sih.,cause,448,1
Giginya engkong patah pas mkn nasi.,Di karung brsnya taunya ada krikil nyelip.,Di karung berasnya taunya ada udang nyelip.,cause,449,0
"""Males banget ah ngangkot"" kata tu cewek.",Angkot mah ngetem mulu biasanya.,Angkot mah ngebut mulu biasanya.,cause,450,0
Pak haji kolestrolan parah.,Dia kalap pas idul adha.,Dia kalap pas taun baru islam.,cause,451,0
Ni hari kite pade ngerayain lebaran haji.,Kulkasnye jadi penuh ama daging.,Kulkasnye jadi penuh ama tupat.,effect,452,0
Kakinya diperbanin gegara lukak kebakar.,Dia gak sngaja kena knalpot.,Dia gak sengaja jatuh ke kompor.,cause,453,0
Adik nangis2 gegara bonyok sidak trus hapenya disita.,Ketauan banyak koleksi 3gpnya.,Ketauan banyak koleksi mp3 bajakannya.,cause,454,0
Di kelas dia plg pendek.,Pas upacara dia plg dpn.,Pas upacara dia plg blkng.,effect,455,0
Bokap kena jebakan betmen pas nyetir.,Bokap boncos gegara mesti bayar duit pelicin.,Bokap boncos gegara mesti bayar duit buat ngobat.,effect,456,0
"Abis lahiran, emak itu bingung gara2 dia rumahnye di rusun.",Si emak takut anaknye keder sama yg tinggi2.,Si emak pengen ngubur ari2.,cause,457,1
Gue sama bini kejebak macet.,"Bini gue ngeluh ""pgn mesin waktu ajaa rasanya""","Bini gue ngeluh ""pgn pintu ke mana saja ajaa rasanya""",effect,458,1
Waiternya bawain kita mangkok yg ada air sama jeruknya.,Gue minum tu jeruk nipis gegara gue keausan.,Gw cuci tangan pake tu kobokan.,effect,459,1
Tante lagi BU cepet.,Tante bikin rekening bank.,Tante bikin akun pinjol.,effect,460,1
"Ada emak2 motoran, gak pakek helm, gak nyalain sen, e yailah nabrak mobil.",Emak2nya malah ngomel2in supir mobilnya.,Emak2nya langsung minta maaf sama si supir mobil.,effect,461,0
Dia ikutan lomba kultum.,Dia ngikut seleksi ketua rohis.,Dia ngikut seleksi masuk maba.,cause,462,0
Musim ujan gini kampung gw lagi fogging.,Pemerintah pengen ngebasmi DBD.,Pemerintah pengen ngebasmi malaria.,cause,463,0
Ada dukun ngira ni RS digentayangin sama suster ngesot.,Dari penglihatannya ada ngebekas darah di pintu ruang operasi.,Dari penglihatannya ada ngebekas darah yg keseret2 di lantai.,cause,464,1
Papah galau mau ke tempat cuci mobil sekarang apa enggak.,"Langitnya lagi terang, panas banget.",Langitnya lagi mendung gelap.,cause,465,1
Abang ketangkep basah pas ujian.,Dia ketauan lagi nyalo.,Dia ketauan lagi ngejoki.,cause,466,1
Kaka lagi ikutan kompetisi gerak jalan.,Kaka pake seragam sekolah.,Kaka pake baju olah raga.,effect,467,0
Ibuk takut sakit pas lahiran.,Ibuk milih ngelahirin normal.,Ibuk milih buat sesar aja.,effect,468,1
Ada satpam kelaperan pas lagi jaga.,Dia ngewarteg beli salmon.,Dia ngewarteg beli ikan kembung.,effect,469,1
Ada kang jamu digerebek sm polisi.,Si tukang bandar jamu 18++.,Si tukang bandar miras oplosan.,cause,470,1
Disini tarkam dilarang ma polisi.,Polisi lagi nyelidikin korupsi di pengadaan kompetisinya.,Tarkam ujung2nya tawuran mulu.,cause,471,1
Dia mahasiswa yang kuliah pulang kuliah pulang mulu,Nilainye jelek2 semue,Dia gak punya temen di luar kuliahannye,effect,472,1
Ibu2 ndeso ntu ngamuk2 habis balik dari resto steak mahal ini.,Dia mesen steak well-done tapi alot banget rasanya.,Dia mesen steak rare tapi gak enak rasanya.,cause,473,0
Ciciku yg umur 25 taun itu lagi ke kondangan sepupunya.,Ditanya2inlah dia gandengannya mana.,Ditanya2lah dia agamanya apa.,effect,474,0
Dia ikutan rohis kampus.,Di kampus dia pake tasbih.,Di kampus dia pake celana cingkrang.,effect,475,1
Dia anaknye rajin ke gereja.,Dia pinter ngaji.,Dia pinter nyanyi.,effect,476,1
Emoneynye abis.,Dia kejebak di hotel.,Dia kejebak di parkiran.,effect,477,1
Semua pade tau almarhumah ini pejuang agama yang baek.,Warga pade dateng takbiran.,Warga pade dateng yasinan.,effect,478,1
Adik gue sama temen2nya rame pake baju adat hari ini di sekolah.,Mereka lagi tujubelasan.,Mereka lagi kartinian.,cause,479,1
Lagi mati listrik.,PDAM nyetop servis.,PLN lagi pemadaman.,cause,480,1
Abang lagi ke bengkel Yamaha.,Piano doi rusak.,Motor doi rusak.,cause,481,1
Tengah malem gini gue kelaperan dah.,Gue keluar nyari nasi uduk warteg.,Gue keluar nyari nasi kucing angkringan.,effect,482,1
Doi dikatain budak kapitalis.,Dia kerjanya di SCBD.,Dia kerja jadi ART.,cause,483,0
Kakak demen banget olahraga murmer di Senayan,Ni hari dia main bola di sana.,Ni hari dia ngejogging di sana.,effect,484,1
Adik disetrap di sekolah.,Dia ketauan banyak nyimpenin poto Kota Bandung.,Dia ketauan banyak nyimpenin poto Chika Bandung.,cause,485,1
Sate kambingnye yang gue beli tadi gk ada rasanya.,Bumbu kecapnye tumpe semue.,Bumbu saus BBQ-nye tumpe semue.,cause,486,0
Dia sering banget dapet nilai jelek di kelas.,"Ibunya ngamuk ""Lu mau jadi kek nobita?""","Ibunya ngamuk ""Lu ma jadi kek Conan?""",effect,487,0
Adik ke dokter gara2 giginya sakit.,Dia jajan Burger King mulu.,Dia jajan J.Co mulu.,cause,488,1
Pak RT dianggep kaya.,Dia bawanya Avanza.,Dia bawanya Fortuner.,cause,489,1
